#{"t_start": 1778020685.626938, "env_id": "letter-env"}
r,l,t
-20.0,56,4935.821277
-50.0,20,4937.568934
-50.0,25,4939.780791
-50.0,11,4940.383861
-50.0,3,4940.661386
-20.0,56,4945.103613
-20.0,58,4949.665696
-50.0,7,4950.021547
-50.0,28,4952.284492
-50.0,12,4953.303237
-40.0,13,4954.594725
-40.0,24,4956.530972
-50.0,7,4956.97862
-50.0,54,4961.322079
-50.0,51,4965.355642
-50.0,14,4966.327567
-50.0,15,4967.607277
-50.0,33,4970.09675
-20.0,61,4974.964724
-50.0,22,4976.756502
-50.0,9,4977.372446
-50.0,18,4978.940393
-40.0,25,4980.747943
-50.0,32,4983.202882
-20.0,68,4988.686818
-50.0,22,4990.148732
-50.0,5,4990.82032
-50.0,29,4992.925248
-40.0,16,4994.11813
-20.0,58,4998.490791
-40.0,12,4999.525052
-50.0,5,5000.167467
-50.0,10,5000.808305
-40.0,36,5003.67919
-50.0,25,5005.626553
-50.0,28,5007.949075
-40.0,29,5010.568418
-50.0,11,5011.30251
-50.0,30,5013.75639
-50.0,34,5016.246915
-40.0,20,5017.754455
-20.0,91,5025.433326
-50.0,34,5028.439751
-50.0,17,5029.642372
-50.0,21,5031.207355
-50.0,7,5031.830144
-50.0,13,5032.855609
-50.0,14,5034.174638
-50.0,20,5035.743551
-50.0,10,5036.45258
-50.0,38,5039.657571
-40.0,17,5040.890325
-50.0,30,5043.053583
-50.0,18,5044.586703
-50.0,16,5045.925475
-40.0,56,5050.415101
-50.0,25,5052.307466
-50.0,42,5055.766372
-40.0,42,5059.070091
-50.0,7,5059.72155
-50.0,7,5060.369927
-40.0,32,5062.700966
-50.0,8,5063.297294
-50.0,53,5067.27923
-20.0,35,5070.127835
-50.0,21,5071.668259
-50.0,39,5074.757138
-40.0,36,5077.722923
-50.0,18,5079.030578
-50.0,13,5080.027996
-20.0,47,5083.856409
-50.0,9,5084.51646
-50.0,21,5086.368214
-50.0,36,5089.141324
-50.0,21,5090.852533
-40.0,35,5093.72667
-50.0,16,5095.030549
-40.0,14,5096.038721
-40.0,14,5097.317997
-50.0,27,5099.282422
-50.0,11,5100.160021
-40.0,27,5102.422562
-50.0,9,5103.115978
-50.0,13,5104.017808
-20.0,21,5105.975326
-50.0,53,5110.06359
-50.0,21,5111.744519
-50.0,15,5113.057048
-50.0,26,5114.911487
-50.0,18,5116.540368
-40.0,25,5118.491247
-40.0,77,5124.497231
-50.0,39,5127.58695
-40.0,44,5131.169703
-50.0,28,5133.273452
-20.0,110,5142.323194
-50.0,25,5144.286034
-50.0,21,5145.90888
-40.0,22,5147.86783
-50.0,9,5148.472395
-50.0,9,5149.132388
-50.0,35,5152.028113
-50.0,13,5152.901894
-40.0,22,5154.842426
-50.0,36,5157.610512
-20.0,51,5161.579297
-40.0,17,5163.129441
-50.0,7,5163.488006
-40.0,50,5167.557371
-40.0,14,5168.622482
-50.0,20,5170.080613
-40.0,21,5171.826479
-40.0,36,5174.742621
-40.0,40,5177.931721
-50.0,27,5179.895191
-50.0,17,5181.35145
-40.0,44,5185.015658
-40.0,22,5186.697141
-50.0,14,5187.905973
-40.0,23,5189.566097
120.0,67,5194.990013
-60.0,12,5196.006258
-50.0,5,5196.410441
-50.0,17,5197.933476
-50.0,20,5199.467891
-50.0,21,5201.012176
-20.0,42,5204.312538
-50.0,17,5205.86463
-50.0,5,5206.176183
-50.0,23,5208.124397
-50.0,10,5208.684339
-50.0,18,5210.135515
-50.0,7,5210.514065
-40.0,50,5214.779814
-40.0,45,5218.499723
120.0,54,5222.905004
-70.0,10,5223.631009
-50.0,22,5225.597012
-50.0,6,5225.926793
-40.0,96,5233.421204
-40.0,23,5235.439829
-50.0,32,5238.055597
-50.0,27,5240.388671
-50.0,17,5241.639047
-50.0,16,5242.929315
-50.0,33,5245.482829
-50.0,39,5248.694089
-50.0,5,5249.024174
-40.0,57,5253.509145
-50.0,37,5256.513766
-50.0,16,5257.777713
-50.0,5,5258.153026
-50.0,24,5260.128406
-40.0,42,5263.281174
-20.0,38,5266.42259
-50.0,37,5269.321691
-40.0,37,5272.381019
-50.0,13,5273.710476
-50.0,14,5274.662893
-20.0,50,5278.7229
-50.0,7,5279.130626
-50.0,38,5282.18958
-50.0,32,5284.544734
-50.0,10,5285.231829
120.0,60,5290.040672
-60.0,27,5292.347897
120.0,37,5295.33172
-70.0,3,5295.661576
-40.0,28,5297.872226
-50.0,3,5298.201349
-40.0,68,5303.825923
-20.0,70,5309.4845
-50.0,20,5311.024116
-40.0,34,5314.037631
-40.0,19,5315.63591
-50.0,11,5316.30116
-40.0,12,5317.285893
-40.0,14,5318.623984
-50.0,5,5318.962701
-50.0,20,5320.458677
-50.0,17,5321.745779
-20.0,89,5329.30764
-20.0,62,5334.144462
-40.0,21,5335.774417
-40.0,15,5337.081201
-20.0,74,5343.072313
-50.0,13,5344.067096
-20.0,29,5346.370276
-40.0,30,5348.965726
-50.0,37,5351.881312
-50.0,12,5352.846064
-50.0,25,5354.640276
-50.0,11,5355.598468
-40.0,32,5358.197926
-40.0,32,5360.888841
-50.0,11,5361.776826
-20.0,110,5370.28479
-40.0,38,5373.423078
-40.0,24,5375.492258
-50.0,39,5378.31553
-50.0,19,5379.814636
-50.0,47,5383.688777
-20.0,50,5387.569092
-20.0,33,5390.466298
-50.0,7,5390.85399
-40.0,49,5394.996323
-40.0,14,5396.005984
-50.0,24,5397.918151
120.0,25,5399.872611
-70.0,10,5400.907132
-50.0,7,5401.546137
-50.0,11,5402.242449
-50.0,26,5404.368096
-50.0,43,5407.85649
-40.0,71,5413.28817
-50.0,14,5414.597519
-50.0,5,5414.952741
-50.0,15,5416.24316
-50.0,5,5416.655608
-50.0,19,5418.369211
-50.0,15,5419.544229
-50.0,7,5419.930433
-40.0,37,5423.229297
-40.0,14,5424.252087
-40.0,52,5428.35209
-40.0,47,5432.235478
-50.0,6,5432.558071
-50.0,13,5433.694818
-50.0,3,5433.775052
-40.0,31,5436.477055
-50.0,8,5437.16526
120.0,59,5442.07624
-70.0,5,5442.381169
-20.0,101,5450.187799
-50.0,7,5450.872438
-50.0,34,5453.732735
-50.0,24,5455.671139
-20.0,21,5457.365344
-50.0,16,5458.675672
-50.0,24,5460.572368
-50.0,13,5461.465074
-40.0,24,5463.428546
-40.0,37,5466.33614
-40.0,59,5471.229767
-50.0,7,5471.862755
-20.0,46,5475.353811
-50.0,58,5479.916544
-50.0,17,5481.11773
-40.0,30,5483.845304
-40.0,42,5487.003561
-40.0,59,5491.75663
-20.0,46,5495.389953
-50.0,34,5498.300363
-50.0,39,5501.409219
-40.0,74,5507.04941
-50.0,5,5507.43871
-40.0,17,5509.028138
-50.0,49,5512.684821
-20.0,52,5516.793747
-50.0,21,5518.517189
-50.0,3,5518.842625
-50.0,3,5519.13471
-40.0,20,5520.69867
-40.0,13,5521.568956
-50.0,20,5523.207037
-50.0,22,5524.802952
-50.0,25,5527.056701
-20.0,41,5530.42675
-40.0,32,5532.998226
-40.0,51,5537.174624
-40.0,19,5538.461449
-40.0,37,5541.436912
-40.0,53,5545.650254
-20.0,36,5548.601999
-20.0,29,5551.034036
-50.0,16,5552.23186
-40.0,38,5555.476026
-50.0,14,5556.479538
-50.0,25,5558.420698
-40.0,34,5561.408241
-50.0,7,5561.969677
-50.0,31,5564.330891
-50.0,17,5565.794994
-50.0,9,5566.463277
-40.0,34,5569.079715
-40.0,35,5572.153128
-50.0,15,5573.444993
-50.0,3,5573.747973
-20.0,61,5578.503766
-40.0,45,5582.019029
-50.0,7,5582.791804
-40.0,17,5584.177176
-40.0,20,5585.858908
-50.0,21,5587.439143
-50.0,43,5590.709636
-50.0,9,5591.341943
-50.0,8,5591.977077
-50.0,15,5593.172056
-50.0,9,5593.857561
-50.0,41,5597.384948
-50.0,5,5597.706386
-50.0,26,5599.69492
-50.0,12,5600.578195
-50.0,25,5602.827104
-40.0,42,5606.026356
-50.0,26,5608.233343
-40.0,41,5611.578997
120.0,47,5615.303721
-70.0,47,5619.004071
-40.0,25,5621.208302
-50.0,23,5623.000985
-50.0,59,5627.891614
-20.0,24,5629.841224
-50.0,44,5633.544963
-50.0,15,5634.774723
-50.0,30,5637.191766
-50.0,16,5638.429505
-40.0,24,5640.404117
-50.0,18,5642.053905
-50.0,15,5643.392013
-40.0,15,5644.517892
-50.0,14,5645.80164
-50.0,3,5646.088351
-50.0,14,5647.148619
-40.0,12,5648.257614
-50.0,13,5649.27376
-40.0,22,5651.309752
-40.0,49,5655.066853
-50.0,27,5657.276705
-50.0,12,5658.223843
-40.0,38,5661.178883
-20.0,33,5664.216726
-40.0,26,5666.279839
-40.0,14,5667.626749
-50.0,9,5668.344209
-50.0,7,5669.048078
-40.0,50,5672.881545
-50.0,24,5674.898219
120.0,66,5680.22083
-40.0,39,5683.105795
-40.0,24,5685.137718
-40.0,13,5686.366507
-50.0,73,5692.344808
-40.0,16,5693.618112
-50.0,23,5695.535713
-50.0,11,5696.24854
-50.0,34,5698.994774
-40.0,47,5702.983674
-20.0,51,5706.94013
-40.0,36,5709.748081
-50.0,11,5710.797382
-40.0,38,5714.001591
-40.0,58,5718.483676
-50.0,15,5719.720542
-50.0,21,5721.419114
-50.0,11,5722.337887
-50.0,14,5723.379417
-20.0,54,5727.859984
-50.0,15,5729.253289
-20.0,83,5735.588135
-50.0,13,5736.803963
-50.0,11,5737.471499
-50.0,29,5739.928651
-50.0,21,5741.507046
-40.0,45,5745.130059
-50.0,26,5747.321945
-40.0,31,5749.598809
-40.0,16,5750.968989
-40.0,18,5752.56589
-50.0,33,5755.077511
-50.0,3,5755.423136
-40.0,20,5756.978009
-40.0,25,5758.986065
-50.0,5,5759.362229
-20.0,31,5761.958811
-40.0,70,5767.57785
-40.0,36,5770.352894
-50.0,36,5773.076213
-20.0,47,5776.802189
-50.0,3,5777.121581
-50.0,19,5778.698743
-40.0,42,5782.048436
-50.0,9,5782.970242
-50.0,49,5786.915995
-50.0,3,5787.214724
-50.0,30,5789.463128
-50.0,22,5791.447146
-50.0,25,5793.214593
-50.0,3,5793.569184
-50.0,13,5794.608867
-50.0,6,5794.931513
-40.0,36,5797.880503
-50.0,47,5801.635583
-50.0,13,5802.615128
-50.0,33,5805.324634
-50.0,11,5806.017413
-50.0,33,5808.768817
-50.0,5,5809.058552
-50.0,34,5811.577883
-50.0,10,5812.537222
-50.0,21,5814.142906
-50.0,18,5815.793689
-20.0,77,5822.276853
-40.0,31,5824.746274
-50.0,3,5824.789863
-20.0,25,5826.946698
-50.0,7,5827.359163
-50.0,13,5828.620368
-50.0,11,5829.348476
-50.0,7,5829.915147
-50.0,17,5831.166861
-50.0,37,5834.216046
-40.0,49,5838.024
-20.0,42,5841.378526
-40.0,12,5842.399884
120.0,35,5845.195997
-60.0,25,5847.187678
-50.0,13,5848.440044
-40.0,35,5851.123711
-40.0,38,5854.097264
-50.0,8,5854.705107
-50.0,7,5855.346474
-50.0,9,5855.980777
-50.0,11,5856.918496
-50.0,18,5858.256007
-50.0,34,5861.074603
-50.0,6,5861.454782
-50.0,5,5861.80921
-50.0,18,5863.406457
-50.0,16,5864.5979
-50.0,41,5867.804372
-50.0,11,5868.787896
-50.0,5,5869.111843
-50.0,7,5869.693341
-50.0,5,5869.96626
-50.0,43,5873.548464
-40.0,37,5876.528413
-50.0,7,5877.15141
-50.0,14,5878.088289
120.0,60,5882.934349
-40.0,42,5886.617401
-40.0,30,5888.862697
-50.0,12,5889.818536
-50.0,18,5891.452687
-50.0,7,5892.103405
-50.0,23,5893.623895
-50.0,3,5893.921976
-50.0,10,5894.865929
-20.0,101,5902.757154
-50.0,9,5903.396915
-40.0,58,5908.081683
-40.0,27,5910.087271
-40.0,25,5912.294629
-40.0,51,5916.169181
-50.0,13,5917.493979
-50.0,18,5918.783686
-50.0,18,5920.395606
-50.0,14,5921.390858
-50.0,8,5922.03548
-50.0,24,5923.960414
-40.0,25,5925.901152
-50.0,17,5998.259808
-50.0,15,5999.359175
-50.0,22,6001.281427
-50.0,23,6003.262204
-40.0,21,6004.866703
-50.0,30,6007.107487
-50.0,18,6008.626545
-20.0,87,6015.517168
-50.0,7,6015.868815
-50.0,5,6016.445168
-20.0,33,6019.135218
-50.0,14,6020.103704
-50.0,14,6021.431874
-50.0,3,6021.742487
-50.0,16,6023.121396
-20.0,23,6024.8654
-50.0,6,6025.474316
-50.0,25,6027.419505
-20.0,58,6032.248152
-40.0,19,6033.592264
-50.0,19,6035.177257
-50.0,22,6037.071222
-20.0,42,6040.468769
-50.0,21,6041.985771
-50.0,5,6042.638627
-40.0,16,6044.006405
-20.0,57,6048.503174
-50.0,10,6049.185843
-50.0,3,6049.511867
-50.0,20,6051.149134
-40.0,24,6053.126908
-40.0,34,6055.968171
-40.0,39,6058.863765
-40.0,16,6060.219234
-40.0,50,6064.426227
-50.0,22,6066.015911
-50.0,12,6067.046441
-40.0,31,6069.660766
-50.0,25,6071.431712
-40.0,60,6076.340659
-50.0,12,6077.279463
-50.0,11,6078.332411
-50.0,11,6079.253704
-20.0,49,6083.076534
-50.0,43,6086.547593
-50.0,49,6090.361138
-40.0,27,6092.735822
-40.0,17,6094.019596
-40.0,34,6096.839862
-50.0,9,6097.434709
-50.0,8,6098.130843
-50.0,44,6101.514031
-20.0,67,6107.197138
-40.0,34,6109.716965
-20.0,37,6112.682816
-20.0,30,6115.186123
-50.0,29,6117.421149
-40.0,19,6119.08007
-50.0,15,6120.308139
-50.0,9,6121.02223
-20.0,36,6124.129886
-20.0,66,6129.228803
-50.0,13,6130.44263
-50.0,34,6133.029728
-20.0,74,6139.236786
-40.0,29,6141.498497
-20.0,39,6144.64078
-50.0,18,6145.883494
-40.0,19,6147.463697
-40.0,23,6149.390627
-50.0,17,6150.669058
-50.0,15,6152.025533
-20.0,63,6157.079838
-50.0,15,6158.307335
-50.0,7,6158.911761
-50.0,11,6159.83981
-50.0,9,6160.524648
-40.0,32,6163.137574
-20.0,50,6166.977275
-40.0,36,6169.918181
-50.0,14,6171.18521
-50.0,12,6172.116568
-50.0,27,6174.340082
-20.0,33,6176.980856
-50.0,49,6180.950749
120.0,75,6187.252643
-70.0,17,6188.523341
-40.0,10,6189.519799
-40.0,12,6190.756306
-50.0,5,6191.07575
-50.0,3,6191.391685
-50.0,5,6191.752029
-40.0,19,6193.424409
-50.0,15,6194.504375
-50.0,8,6195.083218
-40.0,23,6196.937087
-20.0,27,6199.361859
-40.0,29,6201.709555
-20.0,16,6203.055876
-40.0,14,6204.429159
-40.0,40,6207.6481
-40.0,25,6209.628652
-40.0,19,6211.176757
-40.0,39,6214.370779
-50.0,3,6214.6908
-50.0,7,6215.300539
120.0,89,6222.561899
-70.0,26,6224.789357
-40.0,46,6228.455039
120.0,38,6231.757228
-70.0,12,6232.688056
-50.0,8,6233.357998
-50.0,9,6234.117635
-40.0,22,6235.811835
-40.0,75,6241.79254
-20.0,66,6247.349346
-50.0,5,6247.693497
120.0,54,6252.014735
-40.0,28,6254.318475
-50.0,7,6254.979816
-40.0,14,6256.229959
-40.0,28,6258.44144
-50.0,7,6258.796831
-40.0,56,6263.350974
-50.0,5,6264.005953
-20.0,32,6266.637425
-40.0,34,6269.104954
-50.0,14,6270.403991
-50.0,6,6270.80341
-50.0,14,6271.97583
-40.0,69,6277.191789
-50.0,17,6278.407446
-50.0,12,6279.383494
-20.0,35,6282.299336
-40.0,15,6283.666972
-20.0,74,6289.762931
-50.0,25,6291.764805
-50.0,3,6292.113259
-50.0,9,6292.736921
-50.0,23,6294.684025
-50.0,17,6295.85827
-40.0,35,6298.837969
-50.0,28,6300.947455
-50.0,34,6303.794302
-40.0,10,6304.465649
-20.0,44,6308.214685
-40.0,48,6312.109809
-50.0,24,6314.0754
-50.0,11,6315.04043
-50.0,5,6315.378417
-50.0,3,6315.70566
-50.0,5,6316.030047
-50.0,8,6316.677682
-40.0,49,6320.82426
-50.0,24,6322.650557
-40.0,37,6325.843637
-50.0,6,6326.17486
-50.0,7,6326.810084
-40.0,41,6330.201222
-20.0,27,6332.335826
-50.0,17,6333.66476
120.0,35,6336.582378
-60.0,24,6338.615746
-50.0,7,6339.215181
-50.0,35,6341.736475
-50.0,9,6342.709494
-40.0,78,6348.739009
-40.0,22,6350.637561
-50.0,5,6350.974421
-50.0,9,6351.623282
-50.0,34,6354.576212
-40.0,18,6355.93978
-20.0,74,6362.029525
-50.0,3,6362.087706
-20.0,60,6366.998775
-50.0,22,6368.958343
-50.0,9,6369.740623
-40.0,44,6373.139394
-40.0,26,6375.444146
-40.0,16,6376.865938
-50.0,29,6379.058325
-20.0,54,6383.414213
-50.0,15,6384.689246
-40.0,44,6388.264554
-50.0,5,6388.704195
-20.0,31,6391.372648
-50.0,5,6391.719459
-50.0,9,6392.633077
-40.0,20,6394.410464
-50.0,21,6396.005784
-50.0,28,6398.119323
-20.0,56,6402.89823
-40.0,32,6405.609438
-50.0,14,6406.509605
-50.0,5,6407.07301
-50.0,14,6408.02979
-50.0,5,6408.376159
-50.0,31,6410.929531
-50.0,17,6412.264815
-50.0,19,6413.992412
-40.0,39,6417.211605
-40.0,22,6418.908606
-20.0,28,6421.168941
-50.0,11,6422.052823
-50.0,11,6422.953534
-50.0,17,6424.197231
-20.0,49,6427.964671
-20.0,45,6431.781448
-40.0,37,6434.782591
120.0,76,6441.206458
-70.0,11,6442.177835
-50.0,13,6443.039435
-40.0,14,6444.040425
-50.0,15,6445.272677
-50.0,3,6445.589208
-50.0,18,6446.965509
-40.0,40,6450.237232
-50.0,9,6451.177739
-20.0,47,6454.864426
-40.0,32,6457.500126
-40.0,14,6458.875772
-20.0,93,6466.327681
-50.0,31,6468.907865
-20.0,85,6476.077438
120.0,52,6480.391295
-70.0,17,6481.644499
-50.0,5,6482.277027
-50.0,11,6482.950311
-50.0,31,6485.492133
-20.0,65,6490.780269
-50.0,20,6492.532291
-40.0,46,6496.495404
-40.0,18,6497.735574
-50.0,9,6498.688896
-20.0,47,6502.523013
-50.0,10,6503.410567
120.0,122,6513.245425
-70.0,23,6515.139841
-50.0,5,6515.501314
120.0,48,6519.693044
-70.0,23,6521.719572
-50.0,11,6522.69104
-50.0,19,6524.463398
-50.0,7,6524.8073
-50.0,11,6525.818913
-50.0,18,6527.445311
-50.0,5,6527.803585
-50.0,3,6528.096082
-50.0,5,6528.440045
-40.0,34,6530.939474
-50.0,17,6532.444304
-50.0,7,6532.880533
-50.0,13,6534.166047
-40.0,38,6537.103809
-40.0,54,6541.585275
-20.0,65,6546.850407
-50.0,14,6547.818636
-50.0,11,6548.764715
-20.0,37,6551.582671
-40.0,36,6554.72764
-40.0,34,6557.577082
-50.0,5,6557.873228
-40.0,24,6559.868064
-50.0,10,6560.869149
-50.0,3,6560.881324
-20.0,30,6563.635535
-40.0,23,6565.59538
-40.0,53,6570.022001
-50.0,7,6570.672723
120.0,74,6576.433355
-70.0,23,6578.320605
-50.0,7,6578.891551
-50.0,62,6583.7987
-50.0,10,6584.775547
-50.0,26,6586.702104
120.0,54,6591.352934
-60.0,41,6594.734129
-50.0,3,6595.04831
-40.0,14,6596.090644
-20.0,53,6600.284549
-40.0,14,6601.686495
-40.0,14,6602.761058
-50.0,21,6604.657625
-50.0,5,6605.024876
-50.0,18,6606.345971
-40.0,20,6608.081268
-40.0,33,6611.011825
-50.0,13,6612.04983
-50.0,5,6612.435829
-50.0,22,6614.331539
-50.0,29,6616.513876
-50.0,13,6617.420318
-40.0,36,6620.242803
-40.0,20,6621.980413
-40.0,30,6624.602086
-50.0,7,6624.93076
-40.0,25,6627.229697
-50.0,20,6628.788816
-50.0,16,6630.097914
-50.0,14,6631.081859
-50.0,3,6631.428964
-50.0,13,6632.473857
-40.0,32,6635.23435
-50.0,25,6637.187678
-50.0,3,6637.451846
-50.0,52,6641.54407
120.0,88,6648.730156
-60.0,28,6650.952833
-50.0,3,6651.253101
-40.0,37,6654.211499
-50.0,39,6657.265618
-40.0,24,6659.141372
-50.0,15,6660.393045
-50.0,13,6661.402459
-40.0,41,6664.824793
-50.0,12,6665.725841
-20.0,31,6668.353485
-50.0,16,6669.671893
-20.0,81,6676.229007
-20.0,31,6678.809412
-50.0,5,6679.156542
-50.0,26,6681.340919
-40.0,45,6684.913307
-50.0,21,6686.477295
-50.0,8,6687.130422
-50.0,9,6687.757984
-50.0,13,6688.944348
120.0,55,6693.278274
-60.0,19,6694.94351
-50.0,9,6695.651919
-40.0,18,6697.322492
-40.0,31,6699.783416
-20.0,22,6701.574384
-40.0,20,6703.14142
-40.0,44,6706.76587
-40.0,58,6711.481644
-20.0,44,6715.272931
-50.0,72,6721.128265
-40.0,28,6723.558548
-50.0,5,6723.943811
-50.0,8,6724.491538
-20.0,41,6727.953479
-50.0,3,6728.233876
120.0,41,6731.680313
-70.0,3,6732.010805
-50.0,20,6733.839005
-20.0,44,6737.340838
-40.0,64,6742.646703
-50.0,3,6742.959099
-40.0,20,6744.552108
-50.0,25,6746.544445
-50.0,7,6747.239883
-50.0,23,6748.814253
-50.0,9,6749.80854
120.0,64,6755.025779
-70.0,10,6755.739909
-20.0,41,6759.118392
-40.0,28,6761.464191
-50.0,13,6762.684088
-40.0,41,6765.989594
120.0,42,6769.249503
-70.0,20,6770.883572
-40.0,26,6773.158557
-40.0,34,6775.90404
-40.0,13,6777.250133
-50.0,20,6778.852448
-40.0,37,6781.890589
-40.0,47,6785.942122
-50.0,3,6786.01578
-40.0,85,6793.146032
-50.0,3,6793.192567
-20.0,24,6795.318888
-50.0,11,6796.215304
-40.0,35,6799.21004
-40.0,20,6800.861792
-20.0,69,6806.218021
-40.0,29,6808.635889
-50.0,27,6810.820472
-50.0,22,6812.751583
-50.0,13,6813.811315
-20.0,59,6818.692337
-50.0,27,6820.669469
-50.0,15,6822.018511
-20.0,42,6825.907865
120.0,99,6833.555218
-70.0,19,6835.19446
-50.0,45,6838.792218
120.0,62,6844.080265
-70.0,16,6845.355148
-50.0,7,6846.018742
-20.0,23,6847.769293
-20.0,50,6852.125506
-40.0,18,6853.434511
-50.0,15,6854.739727
-50.0,22,6856.636258
-40.0,16,6857.905641
120.0,115,6867.243549
-60.0,46,6870.941701
-50.0,3,6871.277993
-20.0,25,6873.328486
-50.0,18,6874.60892
-40.0,23,6876.712865
-50.0,28,6878.892671
120.0,89,6886.184976
-70.0,14,6887.435371
-20.0,17,6888.906716
-50.0,14,6890.175779
-20.0,98,6897.88268
-40.0,53,6902.085698
-50.0,5,6902.746962
-20.0,40,6906.193867
-40.0,26,6908.233342
-50.0,3,6908.589095
-50.0,3,6908.964184
120.0,57,6913.617067
-70.0,10,6914.311142
-40.0,45,6918.215579
-40.0,23,6920.096565
-50.0,5,6920.730511
-50.0,13,6921.72836
-20.0,25,6923.703952
-50.0,40,6927.034278
-50.0,3,6927.365212
-50.0,11,6928.235686
-40.0,14,6929.399488
-50.0,16,6930.568317
-40.0,42,6934.199042
-50.0,45,6937.721744
-40.0,75,6944.030182
120.0,29,6946.496957
-70.0,33,6949.084391
-40.0,11,6950.133007
-20.0,48,6954.124724
-50.0,15,6955.37173
-50.0,11,6955.995112
-40.0,30,6958.450603
-20.0,27,6960.701104
-20.0,58,6965.219289
-50.0,29,6967.402803
-40.0,28,6969.742216
-50.0,9,6970.65334
-50.0,7,6971.036871
-50.0,15,6972.382442
-20.0,47,6976.345222
-20.0,38,6979.419869
-50.0,21,6981.35558
-40.0,29,6983.807855
-40.0,24,6985.639358
-50.0,5,6985.96533
-50.0,7,6986.586878
-50.0,17,6987.845361
-40.0,46,6991.949536
-50.0,13,6992.987805
-20.0,72,6998.681456
-50.0,18,6999.907057
-40.0,17,7001.488396
-40.0,34,7004.014985
-50.0,7,7004.714038
-40.0,12,7005.861403
-50.0,16,7007.103038
-20.0,80,7013.679751
-50.0,15,7014.975543
-50.0,7,7015.406709
-40.0,37,7018.625824
-50.0,5,7019.042477
-40.0,25,7021.13564
120.0,62,7026.226683
-70.0,13,7027.244867
-40.0,16,7028.475771
-20.0,19,7030.088323
-50.0,26,7031.947581
-50.0,12,7032.879894
-50.0,5,7033.25431
-50.0,28,7035.626582
-40.0,32,7038.228021
-40.0,70,7043.922663
-50.0,23,7045.796456
-50.0,21,7047.452378
-40.0,32,7050.083619
-50.0,5,7050.411875
120.0,58,7055.529119
-70.0,29,7057.826531
-40.0,14,7058.872369
-40.0,22,7060.855638
-50.0,13,7061.854983
-40.0,30,7064.430602
-50.0,7,7064.801403
-50.0,8,7065.385427
-50.0,25,7067.559932
-50.0,32,7070.264392
-50.0,5,7070.607082
120.0,27,7072.897019
-70.0,66,7078.1071
120.0,23,7080.170166
-60.0,54,7084.470622
-50.0,33,7087.395482
-50.0,35,7090.127567
-40.0,36,7093.255185
-20.0,60,7098.041593
-50.0,19,7099.676064
-50.0,9,7100.300188
-50.0,16,7101.680911
-20.0,25,7103.981677
-40.0,14,7105.042932
-50.0,14,7106.362681
-20.0,46,7109.984719
-50.0,8,7110.606408
-40.0,30,7113.250063
-50.0,7,7113.60971
-20.0,40,7116.880868
-40.0,40,7120.119715
-50.0,21,7121.963228
-50.0,17,7123.353672
-40.0,21,7125.085785
-50.0,5,7125.354283
-20.0,90,7132.628925
120.0,44,7136.484537
-70.0,25,7138.474931
-20.0,67,7144.130295
-50.0,29,7146.335684
-50.0,7,7147.086184
120.0,61,7152.112689
-40.0,37,7155.048227
120.0,73,7161.334209
-70.0,3,7161.34913
-20.0,37,7164.58256
-50.0,35,7167.17611
-40.0,37,7170.509525
-50.0,11,7171.252013
-50.0,9,7172.206245
-20.0,43,7175.521874
-50.0,11,7176.487916
-40.0,41,7179.748209
-50.0,14,7181.01682
-50.0,12,7181.953771
-50.0,19,7183.619536
-20.0,29,7186.060863
-40.0,26,7187.968935
-50.0,9,7188.972484
-50.0,24,7190.898465
-50.0,11,7191.602362
-50.0,16,7192.916238
-50.0,25,7195.224617
-50.0,11,7195.937404
-40.0,18,7197.541361
-40.0,14,7198.698553
-40.0,19,7200.21763
-40.0,35,7203.086478
-50.0,71,7208.962542
-50.0,17,7210.438637
-50.0,3,7210.740989
-50.0,6,7211.145328
-20.0,17,7212.476927
-20.0,33,7215.42554
-50.0,26,7217.462552
-50.0,12,7218.434866
-50.0,17,7219.691584
-40.0,39,7222.68153
-50.0,18,7224.385949
-50.0,3,7224.430158
-50.0,46,7228.396782
-40.0,17,7229.71729
-50.0,12,7230.621542
-50.0,3,7230.982211
-40.0,38,7233.81437
-20.0,33,7236.836129
-50.0,8,7237.522908
-50.0,10,7238.250571
-20.0,37,7241.231175
120.0,30,7243.908687
-70.0,5,7244.301455
-50.0,13,7245.307425
-50.0,7,7245.954961
-50.0,15,7247.274559
-50.0,6,7247.619443
-50.0,9,7248.589614
-50.0,16,7249.786197
-50.0,5,7250.105068
-50.0,22,7251.693792
-50.0,25,7254.062749
-50.0,9,7254.742812
-50.0,9,7255.320599
-40.0,41,7258.598591
-20.0,27,7260.810446
-40.0,21,7262.498861
-50.0,17,7264.113376
-50.0,3,7264.190659
-50.0,54,7268.611166
-50.0,7,7269.289977
-50.0,8,7269.988229
-50.0,25,7272.088504
-40.0,17,7273.382784
120.0,64,7278.838581
-70.0,28,7281.162133
-50.0,21,7282.842906
-20.0,85,7290.143459
-50.0,7,7290.466867
-20.0,38,7293.875566
-50.0,26,7295.932409
120.0,37,7299.484952
-60.0,30,7301.847083
-50.0,37,7304.952882
-50.0,19,7306.666519
-50.0,17,7308.028529
-40.0,43,7311.909428
-50.0,13,7312.862401
-50.0,5,7313.499297
120.0,81,7320.038257
-70.0,17,7321.391782
-40.0,18,7322.949093
-40.0,24,7324.927024
-50.0,20,7326.584856
-20.0,53,7330.81027
-50.0,22,7332.526907
-50.0,21,7334.433294
-50.0,7,7334.911332
