#{"t_start": 1778020685.626938, "env_id": "letter-env"}
r,l,t
100.0,17,42866.154296
-60.0,10,42867.072327
120.0,19,42869.162991
100.0,21,42871.200127
100.0,17,42872.986901
100.0,19,42874.989586
100.0,21,42877.0864
100.0,19,42879.059405
100.0,17,42880.648259
100.0,19,42882.674336
100.0,21,42884.707374
-40.0,17,42886.640061
120.0,21,42888.650367
100.0,17,42890.338847
100.0,17,42891.911838
100.0,26,42894.673596
100.0,17,42896.313609
100.0,19,42898.411911
100.0,19,42900.403593
100.0,17,42902.165022
100.0,19,42904.235854
100.0,17,42905.903019
100.0,19,42907.949123
100.0,17,42909.652263
100.0,21,42911.747111
100.0,21,42913.757599
-70.0,5,42914.420716
-40.0,10,42915.323321
-20.0,13,42916.496436
120.0,19,42918.479405
100.0,19,42920.548584
100.0,17,42922.258216
100.0,19,42924.234971
100.0,17,42925.962474
100.0,19,42927.984284
100.0,19,42930.001471
100.0,43,42934.311392
100.0,17,42936.258263
100.0,17,42937.964021
100.0,23,42940.362371
100.0,19,42942.140917
100.0,19,42944.285634
-40.0,15,42945.906019
120.0,50,42950.930308
-70.0,3,42951.281277
120.0,17,42953.038236
100.0,19,42955.053466
100.0,21,42957.082548
100.0,23,42959.458157
100.0,20,42961.567536
100.0,21,42963.616989
100.0,20,42965.698055
100.0,31,42968.791004
100.0,17,42970.556338
100.0,21,42972.98585
100.0,28,42975.698788
100.0,22,42977.773347
100.0,17,42979.458389
100.0,27,42982.252966
-70.0,9,42983.107035
120.0,41,42987.542179
100.0,21,42989.665205
100.0,23,42991.93169
100.0,21,42993.847746
100.0,17,42995.607429
100.0,21,42997.576201
-40.0,13,42999.037649
120.0,19,43000.774532
100.0,59,43006.756741
100.0,29,43009.65886
100.0,21,43012.008191
-40.0,15,43013.218947
120.0,19,43015.224054
-40.0,15,43016.751516
120.0,19,43018.754989
100.0,19,43020.446521
-40.0,16,43022.09866
120.0,17,43024.10476
100.0,19,43025.802723
100.0,19,43027.789136
100.0,19,43029.795024
100.0,19,43031.86422
100.0,17,43033.547599
100.0,21,43035.593643
100.0,19,43037.702158
-60.0,10,43038.533854
120.0,23,43040.908538
100.0,19,43042.946942
100.0,17,43044.674048
100.0,17,43046.365397
100.0,20,43048.478785
100.0,19,43050.547267
100.0,19,43052.548548
100.0,19,43054.622727
100.0,19,43056.369725
100.0,17,43058.36406
100.0,17,43060.103943
100.0,19,43062.025015
100.0,19,43063.724254
100.0,19,43065.837821
100.0,19,43067.784425
100.0,17,43069.497617
100.0,17,43071.233559
100.0,21,43073.509174
100.0,19,43075.257285
100.0,19,43077.25768
100.0,17,43078.927711
-40.0,16,43080.450847
-40.0,10,43081.650594
120.0,19,43083.713225
100.0,19,43085.563141
100.0,23,43087.938005
-60.0,12,43089.16548
120.0,19,43091.180049
100.0,21,43093.18416
100.0,17,43094.899878
-60.0,12,43096.138299
120.0,21,43098.471254
100.0,17,43100.233418
100.0,17,43101.939071
100.0,19,43103.936854
100.0,19,43106.000633
100.0,17,43107.746656
100.0,19,43109.692696
100.0,17,43111.475956
100.0,57,43117.101963
100.0,17,43118.905592
100.0,17,43120.899134
100.0,19,43128.807564
100.0,19,43130.898833
100.0,17,43132.594374
100.0,17,43134.58285
100.0,22,43136.592358
100.0,19,43138.587549
100.0,21,43140.721023
100.0,17,43142.430958
100.0,25,43145.132344
100.0,20,43147.159517
100.0,17,43148.812453
-70.0,5,43149.168747
120.0,23,43151.587413
100.0,27,43154.431256
100.0,21,43156.435827
100.0,23,43158.807952
100.0,51,43163.759108
100.0,21,43166.205769
100.0,21,43168.283802
100.0,19,43170.286578
100.0,23,43172.480583
100.0,22,43174.939946
100.0,21,43177.049856
100.0,19,43179.216103
100.0,17,43180.900268
100.0,23,43183.329172
100.0,21,43185.421846
100.0,66,43192.298419
100.0,21,43194.316969
100.0,19,43196.3421
100.0,20,43198.470212
100.0,21,43200.568373
100.0,21,43202.622569
100.0,21,43204.697741
100.0,21,43207.065401
100.0,19,43208.840172
100.0,29,43211.842277
-60.0,15,43213.083876
120.0,19,43215.01218
100.0,23,43217.451532
100.0,23,43219.830069
100.0,27,43222.450525
100.0,23,43224.892945
100.0,21,43226.896973
100.0,29,43229.920156
100.0,17,43231.577907
-60.0,12,43232.821594
120.0,21,43234.89149
100.0,19,43236.934132
100.0,17,43238.643991
100.0,22,43241.072561
-60.0,14,43242.237647
-20.0,15,43243.894566
120.0,19,43245.85488
-40.0,23,43247.978513
120.0,19,43250.097753
100.0,17,43251.835136
100.0,19,43253.828903
100.0,23,43256.253289
100.0,19,43258.305581
100.0,21,43260.304938
100.0,17,43262.038062
100.0,17,43263.848648
100.0,36,43267.576759
100.0,19,43269.64112
-70.0,5,43270.094773
-20.0,17,43272.036558
120.0,23,43274.225315
100.0,20,43276.324381
100.0,20,43278.342349
100.0,49,43283.608884
-40.0,13,43284.875684
-40.0,19,43286.777312
120.0,17,43288.562958
100.0,27,43291.456415
100.0,19,43293.206615
-60.0,21,43295.575206
120.0,23,43297.63787
100.0,28,43300.563795
100.0,17,43302.584909
100.0,19,43304.346756
100.0,17,43306.336831
100.0,17,43308.048955
100.0,17,43309.723437
100.0,17,43311.419346
100.0,22,43313.809055
100.0,17,43315.504887
100.0,21,43317.615341
100.0,19,43319.703005
100.0,18,43321.738375
100.0,21,43323.675902
100.0,17,43325.419276
100.0,19,43327.392027
100.0,21,43329.541435
100.0,23,43331.917906
100.0,18,43333.62198
100.0,19,43335.646389
100.0,21,43337.763032
100.0,17,43339.748847
100.0,17,43341.539484
100.0,17,43343.189671
100.0,23,43345.461125
100.0,19,43347.465131
100.0,19,43349.21651
100.0,25,43351.936298
100.0,21,43353.98126
100.0,19,43356.061445
100.0,21,43358.137396
100.0,21,43360.189377
100.0,19,43362.242288
100.0,17,43363.816234
100.0,19,43365.870456
100.0,19,43367.909898
100.0,17,43369.602506
100.0,25,43372.100781
100.0,19,43374.110025
100.0,21,43376.260853
100.0,19,43378.320923
-40.0,20,43380.256962
120.0,19,43382.268594
100.0,21,43384.37379
100.0,17,43386.115403
-40.0,13,43387.410197
120.0,19,43389.486009
100.0,19,43391.479782
-40.0,13,43392.768068
120.0,19,43394.734368
100.0,17,43396.443247
100.0,21,43398.469611
100.0,17,43400.376886
100.0,17,43402.131138
100.0,17,43403.782922
100.0,17,43405.486892
100.0,23,43407.923939
100.0,21,43409.904837
100.0,17,43411.795346
100.0,17,43413.565341
100.0,17,43415.200526
100.0,17,43416.888943
100.0,19,43418.901934
100.0,17,43420.620293
-40.0,13,43422.276327
120.0,19,43424.128426
100.0,17,43426.188607
100.0,23,43428.363037
100.0,17,43430.33731
100.0,19,43432.055708
-70.0,5,43432.716191
120.0,19,43434.548527
100.0,19,43436.531791
100.0,19,43438.506186
100.0,21,43440.520217
100.0,21,43442.635277
100.0,17,43444.662239
100.0,17,43446.287213
-40.0,14,43447.563327
120.0,17,43449.593983
100.0,21,43451.717596
100.0,17,43453.458115
100.0,19,43455.540112
100.0,17,43457.227549
100.0,23,43459.556869
100.0,17,43461.283924
100.0,17,43462.939031
100.0,21,43465.307471
100.0,19,43466.934803
100.0,17,43468.961137
100.0,17,43470.611743
100.0,21,43472.690897
100.0,17,43474.329346
100.0,17,43476.382044
100.0,19,43478.060729
100.0,23,43480.424729
100.0,17,43482.078501
100.0,21,43484.444412
100.0,17,43486.162786
100.0,21,43488.317612
100.0,19,43490.310843
100.0,17,43492.002064
100.0,21,43494.106214
100.0,17,43496.040476
100.0,17,43497.734682
100.0,23,43500.093885
100.0,19,43501.952132
100.0,17,43503.917085
100.0,17,43505.554198
100.0,19,43507.578419
100.0,19,43509.3547
100.0,17,43511.351019
100.0,19,43513.09057
100.0,17,43515.066228
-70.0,3,43515.1127
120.0,17,43517.115718
100.0,17,43518.931932
100.0,46,43523.571431
100.0,25,43526.154508
-40.0,13,43527.419284
120.0,17,43529.099018
100.0,23,43531.458928
100.0,17,43533.134887
100.0,23,43535.565803
100.0,21,43537.673309
-60.0,16,43539.25118
120.0,21,43541.329847
100.0,21,43543.603925
100.0,17,43545.321263
-40.0,13,43546.614388
120.0,41,43550.642053
100.0,22,43552.958897
100.0,20,43554.964701
100.0,24,43557.319996
100.0,17,43558.954371
100.0,17,43560.637847
100.0,17,43562.612601
-40.0,18,43564.281461
120.0,19,43566.338975
100.0,25,43568.735267
-60.0,12,43569.976163
120.0,19,43572.030223
-60.0,12,43573.241665
-20.0,17,43574.900493
120.0,17,43576.557229
100.0,17,43578.644135
100.0,17,43580.277141
100.0,17,43582.043631
-40.0,13,43583.173638
120.0,25,43585.761658
100.0,19,43587.567647
100.0,17,43589.474215
100.0,17,43591.27723
100.0,19,43593.354802
100.0,19,43595.152442
-40.0,18,43597.079011
120.0,17,43598.744452
100.0,17,43600.365495
100.0,17,43602.360497
100.0,17,43604.158262
100.0,19,43606.152288
100.0,17,43607.920923
100.0,19,43610.005126
100.0,17,43611.678416
100.0,17,43613.431746
100.0,21,43615.371059
100.0,19,43617.43471
100.0,21,43619.477083
100.0,21,43621.788854
100.0,25,43624.335433
100.0,19,43626.316614
100.0,26,43628.818925
-40.0,16,43630.41997
120.0,19,43632.464576
100.0,21,43634.415146
100.0,17,43636.159171
100.0,19,43638.205875
100.0,28,43640.993972
100.0,21,43643.035411
100.0,19,43645.076817
100.0,21,43647.166089
-40.0,22,43649.50944
120.0,19,43651.552363
100.0,17,43653.237428
100.0,39,43657.289073
100.0,17,43659.036804
-70.0,5,43659.419415
120.0,17,43661.12774
100.0,19,43663.065616
100.0,17,43664.744782
100.0,17,43666.738008
100.0,19,43668.383187
100.0,23,43670.824228
100.0,31,43673.900487
100.0,22,43676.034333
100.0,17,43677.98782
100.0,17,43679.703586
100.0,21,43681.771845
100.0,19,43683.834637
100.0,19,43685.851925
-60.0,12,43687.04747
-20.0,17,43688.622484
120.0,17,43690.329382
100.0,23,43692.658921
100.0,17,43694.243394
100.0,21,43696.394309
-70.0,5,43697.114246
120.0,19,43698.727921
100.0,17,43700.748231
100.0,19,43702.461653
100.0,17,43704.458166
100.0,17,43706.134914
100.0,19,43708.240693
100.0,19,43710.046142
100.0,19,43711.977661
100.0,21,43714.038921
100.0,17,43715.995963
100.0,17,43717.750087
100.0,17,43719.472759
100.0,17,43721.085123
100.0,17,43723.10644
100.0,17,43724.698611
100.0,17,43726.543808
100.0,19,43728.67325
100.0,46,43733.046836
100.0,19,43735.119187
100.0,21,43737.073265
100.0,23,43739.49937
100.0,17,43741.296362
100.0,23,43743.756511
100.0,17,43745.512787
100.0,21,43747.778811
100.0,19,43749.503752
100.0,23,43751.790401
100.0,19,43753.800302
100.0,17,43755.499395
100.0,19,43757.528535
100.0,27,43760.290667
100.0,21,43762.271355
-70.0,7,43763.014599
120.0,17,43764.701034
100.0,19,43766.724175
100.0,21,43768.753919
100.0,21,43770.785362
100.0,25,43773.148004
100.0,17,43775.034419
100.0,19,43776.697734
100.0,19,43778.712944
100.0,19,43780.647134
100.0,19,43782.758494
-60.0,14,43784.010575
120.0,19,43786.05423
100.0,17,43787.695002
100.0,25,43790.147844
100.0,19,43792.169728
-40.0,13,43793.427983
120.0,17,43795.365481
100.0,19,43797.1092
100.0,17,43799.051164
100.0,17,43800.720009
100.0,17,43802.542235
100.0,17,43804.20218
100.0,17,43806.185279
100.0,17,43807.899152
100.0,21,43809.831716
-70.0,5,43810.283753
120.0,21,43812.604323
100.0,19,43814.363523
-70.0,3,43814.686143
120.0,17,43816.43208
100.0,17,43818.354945
100.0,17,43820.062378
100.0,17,43821.74028
100.0,19,43823.765492
100.0,24,43826.213655
100.0,19,43828.269689
100.0,19,43829.962067
100.0,21,43832.359075
100.0,17,43834.085543
100.0,23,43836.502723
-40.0,18,43838.10342
120.0,17,43839.802356
100.0,19,43841.822698
100.0,17,43843.524974
100.0,21,43845.897064
100.0,17,43847.614169
100.0,21,43849.529832
100.0,19,43851.569658
100.0,17,43853.281714
100.0,19,43855.341251
100.0,19,43857.345045
100.0,17,43859.090176
100.0,17,43860.819498
100.0,17,43862.538269
100.0,19,43864.602428
100.0,19,43866.584873
100.0,21,43868.637209
100.0,21,43870.721679
100.0,17,43872.670336
100.0,17,43874.42103
100.0,17,43876.102265
-60.0,10,43877.280183
120.0,17,43878.988532
100.0,19,43880.997382
100.0,17,43882.747799
-60.0,12,43883.895553
120.0,17,43885.650647
100.0,23,43887.9291
100.0,19,43889.974922
100.0,17,43891.664859
100.0,21,43893.671076
100.0,17,43895.318895
100.0,21,43897.689073
100.0,21,43899.804902
100.0,17,43901.472793
100.0,17,43903.15845
100.0,17,43905.242546
100.0,19,43906.914259
100.0,17,43908.885552
100.0,19,43910.576556
100.0,17,43912.578941
-40.0,14,43913.842539
120.0,17,43915.567522
100.0,17,43917.539117
100.0,17,43919.225693
100.0,19,43921.233124
100.0,19,43922.901471
100.0,17,43924.877485
100.0,17,43926.656062
100.0,17,43928.334134
100.0,23,43930.75164
100.0,19,43932.765398
100.0,19,43934.406531
-40.0,15,43935.896196
120.0,17,43937.572443
100.0,19,43939.621387
100.0,17,43941.269149
-60.0,10,43942.472102
120.0,19,43944.477232
100.0,39,43948.192614
100.0,19,43950.099229
100.0,17,43951.885757
100.0,19,43953.945539
100.0,19,43955.902519
100.0,19,43957.944637
100.0,17,43959.681057
100.0,23,43962.077899
100.0,19,43963.867271
100.0,19,43965.855449
100.0,19,43967.953578
100.0,19,43969.918945
100.0,17,43971.582262
100.0,19,43973.710842
100.0,17,43975.411294
100.0,21,43977.449543
100.0,19,43979.385683
100.0,21,43981.35662
100.0,17,43983.024447
-40.0,30,43986.334785
120.0,19,43988.444907
100.0,19,43990.214663
100.0,17,43992.094325
100.0,19,43993.902959
100.0,17,43995.916544
100.0,19,43997.665836
100.0,21,43999.996677
100.0,19,44001.716644
100.0,19,44003.7238
100.0,23,44006.109193
100.0,17,44007.84263
100.0,19,44009.844219
100.0,17,44011.627968
100.0,19,44013.716677
100.0,19,44015.743996
100.0,19,44017.52039
100.0,21,44019.865935
100.0,17,44021.632608
100.0,17,44023.440399
100.0,21,44025.648375
100.0,19,44027.813154
100.0,21,44029.909857
100.0,19,44031.989046
100.0,23,44034.418252
100.0,21,44036.476501
100.0,17,44038.151565
100.0,19,44040.218712
100.0,19,44042.21462
100.0,17,44043.91593
100.0,17,44045.702429
-40.0,18,44047.573203
120.0,19,44049.595997
100.0,19,44051.312714
100.0,19,44053.439855
100.0,25,44055.917896
100.0,27,44058.705856
100.0,19,44060.728834
100.0,21,44062.70765
-60.0,25,44065.173372
120.0,17,44067.300457
100.0,41,44071.352191
100.0,17,44073.095474
100.0,22,44075.350305
100.0,17,44077.066771
100.0,25,44079.376974
100.0,19,44081.422502
-60.0,10,44082.266863
120.0,19,44084.344113
100.0,17,44086.006581
100.0,17,44088.055973
100.0,19,44089.715686
100.0,19,44091.772555
100.0,17,44093.417375
100.0,21,44095.764569
100.0,19,44097.607642
100.0,21,44099.880582
100.0,19,44101.549514
100.0,19,44103.670176
100.0,27,44106.482871
100.0,21,44108.429836
100.0,19,44110.503511
100.0,17,44112.14739
100.0,23,44114.516226
100.0,32,44117.667973
100.0,19,44119.692418
100.0,17,44121.339568
100.0,17,44122.960562
100.0,21,44124.983717
100.0,19,44126.934442
100.0,17,44128.577806
100.0,17,44130.581046
100.0,21,44132.700911
100.0,25,44135.076957
100.0,19,44137.087998
100.0,19,44139.102956
100.0,21,44141.171511
-70.0,5,44141.56124
120.0,19,44143.609113
100.0,17,44145.302651
100.0,19,44147.422062
100.0,19,44149.499626
100.0,19,44151.174224
100.0,18,44153.150017
100.0,21,44155.157512
100.0,17,44156.842615
100.0,17,44158.695644
100.0,17,44160.404275
100.0,17,44162.045325
100.0,19,44164.142567
100.0,21,44166.188483
100.0,26,44168.988706
100.0,23,44171.096328
100.0,19,44173.087846
100.0,17,44174.779519
100.0,21,44177.072018
100.0,19,44178.826372
100.0,21,44181.191605
100.0,18,44182.840892
100.0,17,44184.547277
100.0,21,44186.897614
100.0,19,44188.604588
100.0,17,44190.500069
100.0,17,44192.221802
100.0,21,44194.296367
100.0,17,44195.966976
100.0,19,44198.077283
100.0,17,44199.798009
100.0,21,44202.156847
100.0,21,44204.182289
100.0,23,44206.667165
100.0,19,44208.491385
100.0,19,44210.514022
100.0,17,44212.220879
100.0,19,44214.245366
100.0,21,44216.277749
-60.0,12,44217.435316
120.0,17,44219.427501
100.0,19,44221.202085
100.0,17,44223.166604
100.0,22,44225.160158
100.0,23,44227.517975
100.0,17,44229.203476
100.0,17,44230.946635
100.0,17,44232.8553
100.0,17,44234.606938
100.0,17,44236.221077
100.0,19,44238.161182
100.0,24,44240.633273
100.0,19,44242.577599
100.0,17,44244.315795
100.0,21,44246.244435
100.0,21,44248.41924
-40.0,22,44250.688934
120.0,17,44252.485558
-60.0,22,44254.840631
120.0,21,44256.859379
100.0,23,44259.285305
100.0,17,44260.98198
100.0,17,44262.681513
100.0,17,44264.337806
100.0,23,44266.70157
100.0,17,44268.483643
100.0,17,44270.45203
100.0,17,44272.228725
100.0,20,44274.314694
100.0,19,44276.385149
100.0,23,44278.551461
100.0,17,44280.5076
100.0,17,44282.078822
-60.0,10,44282.937252
120.0,19,44285.018823
-40.0,15,44286.567921
120.0,19,44288.541461
100.0,25,44291.067842
100.0,21,44293.082515
-40.0,15,44294.62595
120.0,25,44297.048838
100.0,17,44298.841603
100.0,21,44301.143731
100.0,17,44302.865597
100.0,21,44304.959407
100.0,17,44306.653031
100.0,17,44308.651163
100.0,21,44310.619517
100.0,21,44312.767897
100.0,17,44314.484329
100.0,17,44316.382725
100.0,22,44318.376226
100.0,23,44320.736757
100.0,19,44322.748792
100.0,23,44324.791057
100.0,19,44326.767613
100.0,19,44328.857418
100.0,17,44330.562929
100.0,19,44332.529837
-60.0,10,44333.369987
120.0,17,44335.40863
100.0,17,44337.220408
100.0,17,44338.903226
100.0,17,44340.6816
100.0,19,44342.660258
100.0,17,44344.442688
100.0,17,44346.419604
100.0,19,44348.18177
100.0,21,44350.552063
100.0,19,44352.302914
100.0,23,44354.632535
100.0,19,44356.622256
100.0,17,44358.331509
100.0,19,44360.285255
100.0,27,44362.920907
100.0,23,44364.960476
100.0,19,44366.970803
100.0,17,44368.616614
100.0,21,44371.031032
100.0,17,44372.757649
100.0,17,44374.507206
100.0,23,44376.924762
100.0,19,44378.950736
100.0,21,44381.078448
100.0,19,44383.147536
100.0,19,44384.88324
100.0,21,44387.215116
100.0,17,44388.930891
-60.0,10,44389.835681
120.0,19,44391.815631
-40.0,13,44393.083204
120.0,19,44395.129604
100.0,22,44397.566564
100.0,19,44399.326719
100.0,21,44401.629001
100.0,19,44403.436142
100.0,21,44405.70545
100.0,37,44409.47936
-40.0,31,44412.720581
120.0,17,44414.472421
100.0,17,44416.130395
100.0,22,44418.538179
100.0,17,44420.230138
100.0,19,44422.224585
100.0,17,44423.96243
100.0,19,44425.947108
100.0,33,44429.30817
100.0,24,44431.735069
100.0,21,44433.743008
100.0,52,44438.917112
100.0,37,44442.60721
100.0,19,44444.675505
100.0,19,44446.569885
100.0,73,44453.975668
100.0,19,44455.939168
100.0,19,44458.01844
100.0,36,44461.873069
100.0,17,44463.515068
-60.0,10,44464.350747
120.0,37,44468.370448
100.0,21,44470.412427
100.0,17,44472.149576
100.0,17,44473.942925
-70.0,5,44474.613946
120.0,17,44476.348384
100.0,19,44478.440385
100.0,17,44480.136926
100.0,19,44482.224922
100.0,25,44484.703818
100.0,25,44487.169521
100.0,19,44489.088099
100.0,17,44490.749121
100.0,19,44492.844142
100.0,19,44494.718295
100.0,21,44496.82752
100.0,19,44498.911165
100.0,17,44500.679411
100.0,19,44502.73841
100.0,19,44504.498861
100.0,29,44507.453903
100.0,23,44509.558089
100.0,19,44511.674555
100.0,20,44513.640734
100.0,19,44515.779492
100.0,17,44517.526518
100.0,17,44519.193984
100.0,17,44521.218231
100.0,17,44523.038282
-70.0,7,44523.739678
120.0,25,44526.079563
-60.0,12,44527.21134
120.0,21,44529.265766
100.0,19,44531.333388
100.0,17,44533.070806
100.0,21,44535.12513
100.0,19,44537.046745
100.0,21,44539.20265
100.0,17,44541.052626
100.0,23,44543.125558
100.0,19,44545.100157
100.0,17,44546.946218
100.0,17,44548.859593
100.0,36,44552.581614
100.0,19,44554.421797
100.0,17,44556.27916
100.0,21,44558.317774
100.0,21,44560.406053
100.0,19,44562.426121
100.0,17,44564.218151
100.0,19,44566.30136
100.0,17,44568.043339
100.0,19,44570.073427
100.0,21,44572.096037
100.0,19,44574.052446
100.0,21,44576.075156
100.0,21,44578.206754
100.0,19,44580.263103
-40.0,13,44581.450737
120.0,19,44583.48828
100.0,19,44585.602993
100.0,23,44588.040961
100.0,17,44589.765277
100.0,19,44591.749048
100.0,19,44593.493158
100.0,17,44595.509935
100.0,17,44597.172638
100.0,19,44599.200346
100.0,19,44600.951296
-40.0,17,44602.8192
120.0,17,44604.558255
100.0,17,44606.290279
100.0,19,44608.364097
100.0,19,44610.291709
100.0,17,44611.973598
100.0,21,44613.978239
100.0,21,44616.045145
100.0,23,44618.357969
100.0,17,44620.185706
100.0,21,44622.582268
100.0,17,44624.43064
100.0,21,44626.613782
100.0,23,44629.082898
100.0,18,44630.868494
100.0,19,44632.825416
100.0,19,44634.904819
100.0,21,44636.923043
100.0,21,44639.030678
100.0,19,44641.079522
100.0,24,44643.536436
100.0,21,44645.616399
100.0,19,44647.682425
100.0,21,44649.806271
100.0,19,44651.723456
100.0,21,44653.813208
100.0,17,44655.784768
-60.0,10,44656.693542
120.0,17,44658.388463
100.0,17,44660.480979
100.0,17,44662.194619
100.0,17,44663.949768
100.0,17,44665.633419
-70.0,3,44666.0333
120.0,17,44667.815525
100.0,17,44669.83448
-40.0,13,44671.075605
120.0,17,44672.811743
100.0,23,44675.305103
-60.0,10,44676.176234
120.0,19,44678.153655
100.0,21,44680.197329
100.0,17,44682.096849
100.0,19,44683.928826
100.0,17,44685.830085
100.0,36,44689.354242
-70.0,7,44689.861438
120.0,17,44691.843763
100.0,21,44693.905357
100.0,17,44695.529679
100.0,21,44697.670061
100.0,21,44699.941222
100.0,17,44701.699082
100.0,19,44703.683757
100.0,22,44705.802588
-40.0,14,44707.346908
-40.0,10,44708.239303
120.0,30,44711.274968
100.0,17,44713.040858
100.0,19,44715.145064
100.0,17,44716.809497
100.0,19,44718.879351
100.0,21,44720.952603
100.0,19,44722.972973
100.0,17,44724.685007
100.0,17,44726.438835
100.0,25,44728.862087
100.0,19,44730.942139
100.0,17,44732.661472
100.0,17,44734.641755
100.0,21,44736.765611
-60.0,33,44740.080117
120.0,19,44742.150166
100.0,17,44743.85855
100.0,19,44745.937076
100.0,27,44748.684606
100.0,21,44750.874927
100.0,19,44752.861735
100.0,17,44754.612313
100.0,21,44756.722413
100.0,19,44758.788633
100.0,19,44760.77523
100.0,17,44762.543644
100.0,19,44764.479948
100.0,19,44766.301065
100.0,19,44768.354287
100.0,21,44770.421605
100.0,17,44772.477246
100.0,19,44774.209488
100.0,19,44776.260347
100.0,18,44778.323668
-60.0,12,44779.493063
120.0,17,44781.260691
100.0,17,44783.042926
100.0,17,44784.724311
100.0,17,44786.673057
100.0,17,44788.385337
100.0,17,44790.16749
100.0,21,44792.195015
100.0,17,44794.213147
100.0,22,44796.328544
100.0,21,44798.370994
100.0,21,44800.729932
100.0,20,44802.71105
-40.0,17,44804.292199
120.0,23,44806.698077
-60.0,18,44808.340187
120.0,17,44810.05624
100.0,19,44812.126565
100.0,21,44814.144192
100.0,17,44816.172813
100.0,22,44818.242533
100.0,21,44820.356615
100.0,21,44822.665501
100.0,17,44824.36846
100.0,17,44826.043262
100.0,23,44828.516531
100.0,23,44830.950731
-70.0,9,44831.718861
120.0,21,44833.779912
100.0,17,44835.458811
100.0,17,44837.42557
100.0,25,44839.911663
100.0,17,44841.630449
100.0,21,44843.708138
100.0,23,44846.055009
100.0,19,44848.203644
-40.0,13,44849.494371
120.0,20,44851.530198
100.0,17,44853.266045
100.0,17,44855.417445
100.0,19,44857.073332
100.0,17,44859.092059
-40.0,13,44860.414091
120.0,17,44862.087285
-60.0,12,44863.264767
120.0,17,44865.032825
-40.0,13,44866.554485
120.0,19,44868.291884
100.0,23,44870.6309
100.0,19,44872.644265
-40.0,13,44873.963737
120.0,19,44875.943161
100.0,19,44877.927142
100.0,17,44879.564234
100.0,17,44881.303014
100.0,17,44883.032525
100.0,24,44885.461483
100.0,19,44887.349162
100.0,17,44889.117589
100.0,17,44891.028487
-70.0,11,44891.933665
120.0,26,44894.643211
100.0,19,44896.639325
100.0,17,44898.31669
100.0,19,44900.321715
100.0,17,44902.139846
100.0,23,44904.463106
100.0,19,44906.249025
100.0,21,44908.609037
100.0,24,44910.901777
100.0,17,44912.667391
-60.0,10,44913.505008
120.0,19,44915.52074
100.0,21,44917.531554
100.0,22,44919.985855
100.0,17,44921.648021
100.0,17,44923.364207
100.0,19,44925.339697
100.0,17,44927.013387
100.0,23,44929.350923
100.0,21,44931.358677
100.0,17,44933.290092
100.0,17,44935.020266
100.0,19,44937.082815
100.0,17,44938.818438
100.0,25,44941.270635
100.0,19,44943.238144
100.0,19,44945.362981
100.0,22,44947.446581
100.0,21,44949.450448
100.0,19,44951.420825
100.0,21,44953.419458
100.0,21,44955.64131
100.0,17,44957.380144
100.0,17,44959.130936
100.0,19,44961.027612
100.0,22,44963.134663
100.0,17,44965.108367
100.0,19,44966.827559
100.0,17,44968.789138
100.0,19,44970.570906
100.0,23,44973.014014
100.0,19,44974.971808
100.0,23,44977.354131
-70.0,3,44977.42995
120.0,17,44979.413556
100.0,17,44981.17835
100.0,17,44982.885843
100.0,28,44985.866892
100.0,17,44987.508132
100.0,23,44989.916029
100.0,17,44991.640931
100.0,21,44993.897228
100.0,19,44995.715142
100.0,17,44997.664459
100.0,17,44999.273342
100.0,17,45000.991423
100.0,17,45002.77139
-40.0,13,45004.321703
120.0,19,45006.060811
100.0,17,45008.033315
100.0,17,45009.819295
100.0,17,45011.510351
-40.0,15,45013.1336
120.0,19,45015.234769
100.0,25,45017.715877
100.0,21,45019.849254
100.0,19,45021.992301
100.0,21,45023.949736
100.0,27,45026.699245
100.0,19,45028.705544
100.0,17,45030.412953
100.0,17,45032.114599
100.0,21,45034.288757
100.0,21,45036.583066
100.0,21,45038.548916
100.0,19,45040.526108
-60.0,10,45041.400728
120.0,19,45043.487346
100.0,43,45047.897081
100.0,17,45049.609003
100.0,17,45051.475519
100.0,19,45053.492972
100.0,19,45055.64328
100.0,17,45057.30345
100.0,17,45058.999773
100.0,19,45061.001196
100.0,17,45062.616689
100.0,19,45064.673178
-70.0,3,45065.028241
120.0,19,45066.746812
100.0,17,45068.657491
100.0,19,45070.448001
100.0,17,45072.352935
100.0,19,45074.079428
100.0,17,45076.14174
-60.0,10,45076.921676
120.0,17,45078.736987
100.0,17,45080.702716
100.0,17,45082.497512
-70.0,5,45082.929462
120.0,17,45084.678066
100.0,19,45086.73812
100.0,21,45088.833917
100.0,17,45090.812658
100.0,19,45092.614954
100.0,19,45094.522679
100.0,19,45096.637366
100.0,17,45098.326444
100.0,19,45100.275694
-70.0,3,45100.616393
120.0,21,45102.722207
100.0,17,45104.440051
100.0,17,45106.096643
100.0,19,45108.092938
100.0,23,45110.404643
100.0,17,45112.051702
100.0,17,45113.819435
100.0,17,45115.821337
100.0,17,45117.52328
100.0,17,45119.246908
100.0,19,45121.305233
100.0,21,45123.315988
100.0,19,45125.391971
100.0,21,45127.477268
100.0,19,45129.457839
100.0,19,45131.575297
100.0,19,45133.282396
100.0,18,45135.310982
100.0,19,45137.316886
100.0,71,45144.233841
100.0,17,45146.237245
100.0,20,45148.155148
-40.0,15,45149.509836
120.0,21,45151.907457
